ChartSource,Season,Japanese Title,Romaji Title,English Title,Additional Titles,Medium,Continuing,Summary,Tags,StartDate,Episodes,Images,Studios,Amazon,Amazon Instant Video Us,Anidb,Anilist,Anime-Planet,Anisearch,Comic Festa Anime Zone,Crunchyroll,Funimation,Hulu,Kitsu,Mal,Mal2,Netflix,Official Site,Official Site2,Preview,Twitter,Twitter2,Website,Youtube,Youtube2
Livechart (2936),Spring-2018,MAJOR 2nd,Major 2nd,,,,False,"(From Livechart)
Daigo is born as the son of Gorou, a father who is too great. What path will Daigo, who is burdened with great expectations, take in baseball?
(Source: Anime News Network)",Sports,07/04/2018 16:35 +0900,0,https://u.livechart.me/anime/poster_images/2936/106fb8d7e8abcc252af0a7ae559d3b5d.png:small.jpg,NHK Enterprises,,,http://anidb.net/a13518,,http://www.anime-planet.com/anime/major-2nd,https://www.anisearch.com/anime/12937,,,,,https://kitsu.io/anime/13952,https://myanimelist.net/anime/36565,,,,,https://www.youtube.com/watch?v=uo4E7pmJyUo,https://twitter.com/major2nd_tv,,http://www.nhk.or.jp/anime/major2nd/,,
Livechart (3150),Spring-2018,天下統一恋の乱~出陣! 雑賀4人衆~,Tenka Touitsu Koi no Ran: Shutsujin! Saika 4-nin Shuu,,,,False,"(From Livechart)
15th Century Japan is ravaged by constant wars, as the lords of the realm seek to rule the land. Having lost your father in battle, you are working in the restaurant he left your mother and little brother...when an evil magistrate sends your little brother away...to become a poison taster! To save his life, you disguise yourself as a boy and go to the castle in his place...but what awaits you there is so much more!
“I'll show you all...my divine rule!”
In the Sengoku era...love is the most dangerous battle of all!
(Source: Voltage)",Historical,01/05/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/3150/c4318a768671e6a5525379629e590886.png:small.jpg,UWAN Pictures,,,http://anidb.net/a13790,,,,,,,,,,,,,,,https://twitter.com/aniran_official,,https://anime.voltage.co.jp/koiran/,,
Livechart (2686),Spring-2018,毛虫のボロ,Kemushi no Boro,Boro the Caterpillar,,,False,"(From Livechart)
Hayao Miyazaki's CG short produced for the Ghibli Museum in Tokyo.",Kids,21/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2686/fd8a858857473ddd8085e18748402933:small.jpg,Studio Ghibli,,,http://anidb.net/a12474,,http://www.anime-planet.com/anime/kemushi-no-boro,https://www.anisearch.com/anime/12347,,,,,https://kitsu.io/anime/11554,https://myanimelist.net/anime/32133,,,,,,,,,,
Livechart (2727),Spring-2018,映画ドラえもん のび太の宝島,Doraemon Movie 38:  Nobita no Takarajima,Doraemon the Movie 38: Nobita's Treasure Island,,,False,"(From Livechart)
Doraemon, Nobita, Shizuka, Gian, and Suneo set out on an adventure in the Caribbean Sea. Nobita is the captain of a ship and fights his enemies on board. Shizuka gets kidnapped, and a storm impedes their journey. Mini-Dora robots help Nobita and friends on their journey. When the adventurers finally find the mysterious Treasure Island, they discover it is more than just an ordinary island.
(Source: Anime News Network)","Adventure, Comedy, Fantasy, Kids, Shounen",03/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2727/a0f5b7114ba7fd086c0105ee10254c82.png:small.jpg,Shin-Ei Animation,,,http://anidb.net/a13228,,,https://www.anisearch.com/anime/12555,,,,,https://kitsu.io/anime/40837,https://myanimelist.net/anime/35740,,,,,https://www.youtube.com/watch?v=0dlYQUzUdq4,https://twitter.com/doraemonChannel,,http://doraeiga.com/2018/,,
Livechart (2679),Spring-2018,ぷちます！－プチ・アイドルマスター－ (2018),Puchimas!: Petit iDOLM@STER (2018),PUCHIM@S (2018),Puchimas!: Petit Idolmaster,,False,"(From Livechart)
New original anime DVD bundled with a compiled book volume of ""Puchimas! -Petit Idolm@ster-""","Comedy, Music, Slice of Life",27/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2679/c7cf18241f57e82eb64f9987c88626ad:small.jpg,Studio TBD,,,http://anidb.net/a13144,,,https://www.anisearch.com/anime/12646,,,,,,,,,,,,https://twitter.com/puchimas_anime,,http://puchimas.com/1st/index.html,,
Livechart (3133),Spring-2018,若おかみは小学生!,Waka Okami wa Shougakusei!,The Young Innkeeper Is a Grade Schooler!,Wakaokami wa Shougakusei!  ,,False,"(From Livechart)
The ""story of laughter and tears"" centers around ""Okko,"" a sixth-grade elementary school girl who lost her parents in a traffic accident. She moves to her grandmother's hot spring inn ""Haru no Ya"" (Spring House) and trains to run the inn. She gradually grows up with the help of the ghost ""Uri-bou"" and other mysterious friends.
(Source: Anime News Network)","Romance, Shoujo",08/04/2018 07:14 +0900,0,https://u.livechart.me/anime/poster_images/3133/f0b21aff1cacb094d0136d9e664baec4:small.jpg,"DLE, Madhouse",,,http://anidb.net/a13875,,http://www.anime-planet.com/anime/wakaokami-wa-shougakusei,https://www.anisearch.com/anime/13438,,,,,https://kitsu.io/anime/41070,https://myanimelist.net/anime/37433,,,,,https://www.youtube.com/watch?v=jOkLP_ngeQA,,,http://www.waka-okami.jp,,
Livechart (3049),Spring-2018,信長の忍び~姉川・石山篇~,Nobunaga no Shinobi: Anegawa Ishiyama-hen,Ninja Girl & Samurai Master: The Anegawa/Ishiyama Arc,"Nobunaga no Shinobi 3rd Season, Ninja Girl & Samurai Master 3rd Season",,False,"(From Livechart)
The year is 1555, the middle of the Warring States period, and one young man holds on to a very big dream. That young man, known as an empty-headed fool, is none other than Oda Nobunaga. Enchanted by his dream, a certain young girl who admires Nobunaga swears that she will become his ninja one day. Nobunaga has one goal: to unify Japan by military might! Decorated by a colorful cast of characters, including the airheaded Kichou, the errand boy Hideyoshi, the tsundere Nene, the straight man Mitsuhide, and the half-dead Hanbei, this heavy-hitting wartime gag anime is about to begin!!
(Source: Crunchyroll)","Comedy, Historical",07/04/2018 01:35 +0900,0,https://u.livechart.me/anime/poster_images/3049/ebf1e68030c93b953f78d7c13ec3484b:small.jpg,TMS Entertainment,,,http://anidb.net/a13740,,http://www.anime-planet.com/anime/ninja-girl-samurai-master-3rd-season,https://www.anisearch.com/anime/13247,,,,,https://kitsu.io/anime/14207,https://myanimelist.net/anime/37126,,,,,https://www.youtube.com/watch?v=OLyYbgp4u-M,https://twitter.com/shinobinobunaga,,http://nobunaga-no-shinobi.com,,
Livechart (2710),Spring-2018,DC Super Heroes vs 鷹の爪団,DC Super Heroes vs Taka no Tsume Dan,DC Super Heroes vs. Eagle Talon,,,False,"(From Livechart)
Joker has come to Japan to steal the Eagle Talon Society's secret weapons in his continued scheme for pure chaos. However, the Justice League is on his trail, but there's something off with Batman. Now, it's up to Eagle Talon to go find out what's wrong with Batman, and that means going back in time to Bruce Wayne's most traumatic experience, the murder of his parents. If that wasn't enough to worry about, the Eagle Talon Society also have to keep their eyes on their production budget, especially with most of that money going toward the licensing fee for DC's popular characters. Will the Eagle Talon Society and the Justice League be able to stop the Joker before their budget dries up, and they're reduced to simple stick figures!?
(Source: DLE via Anime News Network)","Comedy, Parody, Super Power",21/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2710/5e21caf3a11f1c361e2c677ef05a6f23:small.jpg,DLE,,,http://anidb.net/a13016,,http://www.anime-planet.com/anime/dc-super-heroes-vs-eagle-talon,https://www.anisearch.com/anime/12522,,,,,https://kitsu.io/anime/13643,https://myanimelist.net/anime/35219,,,,,https://www.youtube.com/watch?v=9IEnjuOuVu8,https://twitter.com/yoshida_justice,,http://dc-taka.com,,
Livechart (3007),Spring-2018,アグレッシブ烈子,Aggressive Retsuko (ONA),Aggretsuko (ONA),,,False,"(From Livechart)
The show centers on Retsuko, a 25-year old red panda who works in her dream company's accounting department. But it turns out that she is forced to keep doing more and more impossible tasks by her superiors and co-workers. She doesn't talk back to them, but she still has to let off steam, so she ends up going to karaoke by herself and singing death metal.
(Source: Anime News Network)","Comedy, Kids",20/04/2018 16:00 +0900,10,https://u.livechart.me/anime/poster_images/3007/6a69d61486c711d18fa1fc6c013fc063:small.jpg,Fanworks,,,http://anidb.net/a13636,,,https://www.anisearch.com/anime/13134,,,,,,https://myanimelist.net/anime/36904,,https://www.netflix.com/title/80198505,,,https://www.youtube.com/watch?v=pvkriLuyFdw,,,http://www.sanrio.co.jp/character/aggressiveretsuko/,,
Livechart (3005),Spring-2018,CARDFIGHT!! ヴァンガード (2018),Cardfight!! Vanguard (2018),,,,False,"(From Livechart)
No synopsis has been added to this title.",Game,05/05/2018 20:00 +0900,0,https://u.livechart.me/anime/poster_images/3005/521a07806558235fe67e84e2873a1d25:small.jpg,OLM,,,http://anidb.net/a13635,,http://www.anime-planet.com/anime/cardfight-vanguard-2018,https://www.anisearch.com/anime/13499,,,,,,https://myanimelist.net/anime/37476,,,,,https://www.youtube.com/watch?v=wC6-PT9pc7w,https://twitter.com/cfvanguard_PR,,https://anime.cf-vanguard.com,,
Livechart (2938),Spring-2018,映画クレヨンしんちゃん 爆盛! カンフーボーイズ ~拉麺大乱~,Crayon Shin-chan Movie 26: Bakumori! Kung-Fu Boys - Ramen Tairan,Crayon Shin-chan the Movie 26: Bakumori! Kung-Fu Boys - Ramen Rebellion,,,False,"(From Livechart)
The kung-fu action film will be set in a Chinatown named Aiyātown in Kusakabe, Saitama (the setting of the main series).
(Source: Anime News Network)","Comedy, Kids, Shounen",13/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2938/ba0652754fcfd04f605d4eb48af9dc56:small.jpg,Shin-Ei Animation,,,http://anidb.net/a13520,,http://www.anime-planet.com/anime/crayon-shin-chan-movie-26-bakumori-kung-fu-boys-ramen-tairan,https://www.anisearch.com/anime/12938,,,,,https://kitsu.io/anime/13960,https://myanimelist.net/anime/36566,,,,,https://www.youtube.com/watch?v=4B0zK9GAJrY,https://twitter.com/crayon_official,,http://shinchan-movie.com,,
Livechart (2720),Spring-2018,ミルキーパニック twelve,Milky Panic: Twelve,,"Anime Tamago 2018, 12 Busters",,False,"(From Livechart)
The town of Milky Town has a problem. All of the animals are drinking the milk from the company Milking, and are slowly turning into cats who have lost all motivation. The cat Milking hatched the evil plan in order to take over the world. By chance, Ippon, a tiger cowboy who used to work on the Charmy ranch, returns from his wanderings to Milky Town. There, he realizes the truth of what's happened to Milky Town, and works to save it alongside his friends.
(Source: Anime News Network)",Tags TBD,10/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2720/437fbc330b7f38e11da4dcd4a2cd3502.png:small.jpg,Tomason,,,http://anidb.net/a13213,,http://www.anime-planet.com/anime/milky-panic-twelve,https://www.anisearch.com/anime/12928,,,,,https://kitsu.io/anime/13977,https://myanimelist.net/anime/35682,,,,,https://www.youtube.com/watch?v=kOfmMkxStz0,,,http://animetamago.jp,,
Livechart (3043),Spring-2018,映画プリキュアスーパースターズ!,Precure Super Stars!,,Precure The Movie: Super Stars!,,False,"(From Livechart)
No synopsis has been added to this title.","Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",17/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/3043/8fca3b3ffe239206fea63fe317baf6ce:small.jpg,Toei Animation,,,http://anidb.net/a13688,,http://www.anime-planet.com/anime/pretty-cure-super-stars-movie,https://www.anisearch.com/anime/13189,,,,,,https://myanimelist.net/anime/36995,,,,,https://www.youtube.com/watch?v=Qn6eB6aPew4,https://twitter.com/precure_movie,,http://www.precure-superstars.com,,
Livechart (2719),Spring-2018,えんぎもん,Engimon,,Anime Tamago 2018,,False,"(From Livechart)
In the children's room of the Amanogawa household in the neighborhood of Shichifukujin, there are five Engimon: Haruo (a papier-mache dog), Kin-chan (a goldfish paper balloon), Hebikura (a bamboo snake), Chief Daruma (a daruma doll), and Koume (a Kokeshi doll). They are always watching over the siblings of the household, Himi and Yamato. One day, an Engimon from somewhere else appears, and Himi leaves the house to chase it. Haruo and his friends come alive, much to Yamato's surprise, and together they go to rescue Himi.
(Source: Anime News Network)",Tags TBD,10/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2719/0c728c09ec3af25e1cba51a0a72f18d4.png:small.jpg,"Studio Nanahoshi, Usagi Ou",,,http://anidb.net/a13212,,http://www.anime-planet.com/anime/engimon,https://www.anisearch.com/anime/12929,,,,,https://kitsu.io/anime/13976,https://myanimelist.net/anime/35681,,,,,https://www.youtube.com/watch?v=kOfmMkxStz0,,,http://animetamago.jp,,
Livechart (3121),Spring-2018,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～,PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,,PriPara & Kiratto Pri-chan Movie: Kirakira Memorial Live,,False,"(From Livechart)
No synopsis has been added to this title.","Music, School, Shoujo, Slice of Life",05/05/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/3121/52660507d13164db6136d0ef95d312bc.png:small.jpg,Studio TBD,,,http://anidb.net/a13847,,,https://www.anisearch.com/anime/13444,,,,,,https://myanimelist.net/anime/37398,,,,,https://www.youtube.com/watch?v=Bp2HXbg9pYI,https://twitter.com/pripara_PR,,http://pp-movie.com,,
Livechart (3092),Spring-2018,ベイブレードバースト 超ゼツ,Beyblade Burst Chouzetsu,,,,False,"(From Livechart)
No synopsis has been added to this title.","Action, Adventure, Shounen, Sports",02/04/2018 16:55 +0900,0,https://u.livechart.me/anime/poster_images/3092/fc1666d535758ca8e3d823c8aaebc77f.png:small.jpg,OLM,,,http://anidb.net/a13791,,http://www.anime-planet.com/anime/beyblade-burst-chouzetsu,https://www.anisearch.com/anime/13326,,,,,,https://myanimelist.net/anime/37283,,,,,https://www.youtube.com/watch?v=756CLuJ7eeA,https://twitter.com/beyblade_info,,http://www.tv-tokyo.co.jp/anime/beyblade/,,
Livechart (3102),Spring-2018,妖怪ウォッチ シャドウサイド,Youkai Watch: Shadow Side,,"Yokai Watch, Yo-Kai Watch, Youkai Watch: Shadowside",,False,"(From Livechart)
No synopsis has been added to this title.","Game, Kids",13/04/2018 17:25 +0900,0,https://u.livechart.me/anime/poster_images/3102/a2257a4b89f1b3e474107ddef728e0ea:small.jpg,OLM,,,http://anidb.net/a13807,,,https://www.anisearch.com/anime/13466,,,,,,https://myanimelist.net/anime/37324,,,,,,,,http://www.tv-tokyo.co.jp/anime/youkai-watch-ss/,,
Livechart (3045),Spring-2018,パズドラ,Puzzle & Dragon,,"PazuDora, PuzzDra",,False,"(From Livechart)
The anime's story is set in the present day, and centers on Taiga Akaishi, a passionate boy who is aiming to become #1 in the world of professional gaming.
(Source: Anime News Network)","Game, Kids",02/04/2018 17:25 +0900,0,https://u.livechart.me/anime/poster_images/3045/c6cf4037de542e9fe8288a9f8e3066c6:small.jpg,Studio Pierrot,,,http://anidb.net/a13733,,,https://www.anisearch.com/anime/13291,,,,,,https://myanimelist.net/anime/37096,,,,,https://www.youtube.com/watch?v=hL5nP9UTJVA,https://twitter.com/anime_pad_x,,http://anime-pad.com,,
Livechart (3134),Spring-2018,こねこのチー ポンポンらー大旅行,Koneko no Chii Ponpora Dairyokou,,,,False,"(From Livechart)
No synopsis has been added to this title.","Comedy, Slice of Life",08/04/2018 07:00 +0900,0,https://u.livechart.me/anime/poster_images/3134/6848f1a1495d25b0d24bce0f8e84009b.png:small.jpg,Marza Animation Planet,,,http://anidb.net/a13488,,,https://www.anisearch.com/anime/12850,,,,,https://kitsu.io/anime/13906,https://myanimelist.net/anime/36418,,,,,,https://twitter.com/chi_ssweethome,,http://www.chissweethome.com,,
